Program,Year,Period,Week Ending,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Zip Code,Region,watershed_code,Watershed,Commodity,Data Item,Domain,Domain Category,Value,CV (%)
CENSUS,2017,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",AREA OPERATED,"AREA OPERATED: (2,000 OR MORE ACRES)",369.0,6.1
CENSUS,2017,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",AREA OPERATED,AREA OPERATED: (220 TO 259 ACRES),760.0,20.6
CENSUS,2017,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",AREA OPERATED,AREA OPERATED: (260 TO 499 ACRES),2328.0,4.9
CENSUS,2017,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",AREA OPERATED,AREA OPERATED: (50.0 TO 69.9 ACRES),1026.0,16.1
CENSUS,2017,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",AREA OPERATED,AREA OPERATED: (500 TO 999 ACRES),1442.0,9.3
CENSUS,2017,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",AREA OPERATED,AREA OPERATED: (70.0 TO 99.9 ACRES),1278.0,7.9
CENSUS,2017,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",AREA OPERATED AND EXPENSE,"AREA OPERATED: (1,000 TO 1,999 ACRES) AND EXPENSE: (25,000 TO 49,999 $)",111.0,5.7
CENSUS,2017,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",AREA OPERATED AND EXPENSE,"AREA OPERATED: (1,000 TO 1,999 ACRES) AND EXPENSE: (5,000 TO 24,999 $)",129.0,9.2
CENSUS,2017,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",AREA OPERATED AND EXPENSE,"AREA OPERATED: (1,000 TO 1,999 ACRES) AND EXPENSE: (50,000 OR MORE $)",317.0,5.6
CENSUS,2017,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",AREA OPERATED AND EXPENSE,"AREA OPERATED: (1,000 TO 1,999 ACRES) AND EXPENSE: (LESS THAN 5,000 $)",66.0,17.4
CENSUS,2017,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",AREA OPERATED AND EXPENSE,"AREA OPERATED: (1.0 TO 9.9 ACRES) AND EXPENSE: (25,000 TO 49,999 $)",13.0,47.0
CENSUS,2017,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",AREA OPERATED AND EXPENSE,"AREA OPERATED: (1.0 TO 9.9 ACRES) AND EXPENSE: (5,000 TO 24,999 $)",87.0,32.0
CENSUS,2017,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",AREA OPERATED AND EXPENSE,"AREA OPERATED: (1.0 TO 9.9 ACRES) AND EXPENSE: (50,000 OR MORE $)",11.0,(H)
CENSUS,2017,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",AREA OPERATED AND EXPENSE,"AREA OPERATED: (1.0 TO 9.9 ACRES) AND EXPENSE: (LESS THAN 5,000 $)",1131.0,21.1
CENSUS,2017,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",AREA OPERATED AND EXPENSE,"AREA OPERATED: (10.0 TO 49.9 ACRES) AND EXPENSE: (25,000 TO 49,999 $)",23.0,82.2
CENSUS,2017,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",AREA OPERATED AND EXPENSE,"AREA OPERATED: (10.0 TO 49.9 ACRES) AND EXPENSE: (5,000 TO 24,999 $)",209.0,22.6
CENSUS,2017,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",AREA OPERATED AND EXPENSE,"AREA OPERATED: (10.0 TO 49.9 ACRES) AND EXPENSE: (50,000 OR MORE $)",9.0,2.3
CENSUS,2017,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",AREA OPERATED AND EXPENSE,"AREA OPERATED: (10.0 TO 49.9 ACRES) AND EXPENSE: (LESS THAN 5,000 $)",2554.0,6.4
CENSUS,2017,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",AREA OPERATED AND EXPENSE,"AREA OPERATED: (100 TO 139 ACRES) AND EXPENSE: (25,000 TO 49,999 $)",8.0,55.6
CENSUS,2017,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",AREA OPERATED AND EXPENSE,"AREA OPERATED: (100 TO 139 ACRES) AND EXPENSE: (5,000 TO 24,999 $)",334.0,37.5
CENSUS,2017,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",AREA OPERATED AND EXPENSE,"AREA OPERATED: (100 TO 139 ACRES) AND EXPENSE: (50,000 OR MORE $)",4.0,1.0
CENSUS,2017,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",AREA OPERATED AND EXPENSE,"AREA OPERATED: (100 TO 139 ACRES) AND EXPENSE: (LESS THAN 5,000 $)",1196.0,14.2
CENSUS,2017,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",AREA OPERATED AND EXPENSE,"AREA OPERATED: (140 TO 179 ACRES) AND EXPENSE: (25,000 TO 49,999 $)",14.0,29.1
CENSUS,2017,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",AREA OPERATED AND EXPENSE,"AREA OPERATED: (140 TO 179 ACRES) AND EXPENSE: (5,000 TO 24,999 $)",274.0,15.9
CENSUS,2017,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",AREA OPERATED AND EXPENSE,"AREA OPERATED: (140 TO 179 ACRES) AND EXPENSE: (50,000 OR MORE $)",11.0,20.5
CENSUS,2017,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",AREA OPERATED AND EXPENSE,"AREA OPERATED: (140 TO 179 ACRES) AND EXPENSE: (LESS THAN 5,000 $)",781.0,12.5
CENSUS,2017,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",AREA OPERATED AND EXPENSE,"AREA OPERATED: (180 TO 219 ACRES) AND EXPENSE: (25,000 TO 49,999 $)",19.0,78.7
CENSUS,2017,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",AREA OPERATED AND EXPENSE,"AREA OPERATED: (180 TO 219 ACRES) AND EXPENSE: (5,000 TO 24,999 $)",270.0,25.2
CENSUS,2017,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",AREA OPERATED AND EXPENSE,"AREA OPERATED: (180 TO 219 ACRES) AND EXPENSE: (50,000 OR MORE $)",6.0,23.5
CENSUS,2017,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",AREA OPERATED AND EXPENSE,"AREA OPERATED: (180 TO 219 ACRES) AND EXPENSE: (LESS THAN 5,000 $)",579.0,10.5
CENSUS,2017,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",AREA OPERATED AND EXPENSE,"AREA OPERATED: (2,000 OR MORE ACRES) AND EXPENSE: (25,000 TO 49,999 $)",31.0,10.1
CENSUS,2017,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",AREA OPERATED AND EXPENSE,"AREA OPERATED: (2,000 OR MORE ACRES) AND EXPENSE: (5,000 TO 24,999 $)",20.0,(H)
CENSUS,2017,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",AREA OPERATED AND EXPENSE,"AREA OPERATED: (2,000 OR MORE ACRES) AND EXPENSE: (50,000 OR MORE $)",306.0,1.4
CENSUS,2017,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",AREA OPERATED AND EXPENSE,"AREA OPERATED: (2,000 OR MORE ACRES) AND EXPENSE: (LESS THAN 5,000 $)",12.0,1.0
CENSUS,2017,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",AREA OPERATED AND EXPENSE,"AREA OPERATED: (220 TO 259 ACRES) AND EXPENSE: (25,000 TO 49,999 $)",15.0,26.9
CENSUS,2017,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",AREA OPERATED AND EXPENSE,"AREA OPERATED: (220 TO 259 ACRES) AND EXPENSE: (5,000 TO 24,999 $)",261.0,18.1
CENSUS,2017,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",AREA OPERATED AND EXPENSE,"AREA OPERATED: (220 TO 259 ACRES) AND EXPENSE: (50,000 OR MORE $)",6.0,1.3
CENSUS,2017,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",AREA OPERATED AND EXPENSE,"AREA OPERATED: (220 TO 259 ACRES) AND EXPENSE: (LESS THAN 5,000 $)",478.0,23.5
CENSUS,2017,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",AREA OPERATED AND EXPENSE,"AREA OPERATED: (260 TO 499 ACRES) AND EXPENSE: (25,000 TO 49,999 $)",156.0,19.8
CENSUS,2017,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",AREA OPERATED AND EXPENSE,"AREA OPERATED: (260 TO 499 ACRES) AND EXPENSE: (5,000 TO 24,999 $)",1017.0,9.5
CENSUS,2017,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",AREA OPERATED AND EXPENSE,"AREA OPERATED: (260 TO 499 ACRES) AND EXPENSE: (50,000 OR MORE $)",54.0,24.1
CENSUS,2017,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",AREA OPERATED AND EXPENSE,"AREA OPERATED: (260 TO 499 ACRES) AND EXPENSE: (LESS THAN 5,000 $)",1101.0,9.8
CENSUS,2017,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",AREA OPERATED AND EXPENSE,"AREA OPERATED: (50.0 TO 69.9 ACRES) AND EXPENSE: (25,000 TO 49,999 $)",11.0,(H)
CENSUS,2017,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",AREA OPERATED AND EXPENSE,"AREA OPERATED: (50.0 TO 69.9 ACRES) AND EXPENSE: (5,000 TO 24,999 $)",118.0,34.6
CENSUS,2017,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",AREA OPERATED AND EXPENSE,"AREA OPERATED: (50.0 TO 69.9 ACRES) AND EXPENSE: (50,000 OR MORE $)",5.0,(H)
CENSUS,2017,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",AREA OPERATED AND EXPENSE,"AREA OPERATED: (50.0 TO 69.9 ACRES) AND EXPENSE: (LESS THAN 5,000 $)",892.0,17.2
CENSUS,2017,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",AREA OPERATED AND EXPENSE,"AREA OPERATED: (500 TO 999 ACRES) AND EXPENSE: (25,000 TO 49,999 $)",301.0,24.1
CENSUS,2017,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",AREA OPERATED AND EXPENSE,"AREA OPERATED: (500 TO 999 ACRES) AND EXPENSE: (5,000 TO 24,999 $)",635.0,11.4
CENSUS,2017,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",AREA OPERATED AND EXPENSE,"AREA OPERATED: (500 TO 999 ACRES) AND EXPENSE: (50,000 OR MORE $)",178.0,10.1
CENSUS,2017,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",AREA OPERATED AND EXPENSE,"AREA OPERATED: (500 TO 999 ACRES) AND EXPENSE: (LESS THAN 5,000 $)",328.0,13.0
CENSUS,2017,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",AREA OPERATED AND EXPENSE,"AREA OPERATED: (70.0 TO 99.9 ACRES) AND EXPENSE: (25,000 TO 49,999 $)",11.0,(H)
CENSUS,2017,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",AREA OPERATED AND EXPENSE,"AREA OPERATED: (70.0 TO 99.9 ACRES) AND EXPENSE: (5,000 TO 24,999 $)",143.0,17.7
CENSUS,2017,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",AREA OPERATED AND EXPENSE,"AREA OPERATED: (70.0 TO 99.9 ACRES) AND EXPENSE: (50,000 OR MORE $)",7.0,(H)
CENSUS,2017,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",AREA OPERATED AND EXPENSE,"AREA OPERATED: (70.0 TO 99.9 ACRES) AND EXPENSE: (LESS THAN 5,000 $)",1117.0,8.3
CENSUS,2017,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",CONCENTRATION,CONCENTRATION: (TOP 10 PCT OF OPERATIONS ON FARM SALES BASIS),25.0,0.7
CENSUS,2017,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",CONCENTRATION,CONCENTRATION: (TOP 25 PCT OF OPERATIONS ON FARM SALES BASIS),116.0,1.2
CENSUS,2017,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",CONCENTRATION,CONCENTRATION: (TOP 50 PCT OF OPERATIONS ON FARM SALES BASIS),484.0,1.6
CENSUS,2017,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",CONCENTRATION,CONCENTRATION: (TOP 75 PCT OF OPERATIONS ON FARM SALES BASIS),1965.0,5.0
CENSUS,2017,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",ECONOMIC CLASS,"ECONOMIC CLASS: (1,000 TO 2,499 $)",693.0,15.0
CENSUS,2017,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",ECONOMIC CLASS,"ECONOMIC CLASS: (1,000,000 OR MORE $)",911.0,3.1
CENSUS,2017,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",ECONOMIC CLASS,"ECONOMIC CLASS: (10,000 TO 24,999 $)",2203.0,10.6
CENSUS,2017,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",ECONOMIC CLASS,"ECONOMIC CLASS: (100,000 TO 249,999 $)",2334.0,8.5
CENSUS,2017,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",ECONOMIC CLASS,"ECONOMIC CLASS: (2,500 TO 4,999 $)",814.0,10.6
CENSUS,2017,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",ECONOMIC CLASS,"ECONOMIC CLASS: (25,000 TO 49,999 $)",1654.0,15.2
CENSUS,2017,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",ECONOMIC CLASS,"ECONOMIC CLASS: (250,000 TO 499,999 $)",1501.0,10.7
CENSUS,2017,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",ECONOMIC CLASS,"ECONOMIC CLASS: (5,000 TO 9,999 $)",1426.0,10.3
CENSUS,2017,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",ECONOMIC CLASS,"ECONOMIC CLASS: (50,000 TO 99,999 $)",1605.0,12.9
CENSUS,2017,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",ECONOMIC CLASS,"ECONOMIC CLASS: (500,000 TO 999,999 $)",834.0,6.8
CENSUS,2017,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",ECONOMIC CLASS,"ECONOMIC CLASS: (LESS THAN 1,000 $)",1384.0,24.1
CENSUS,2017,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",ECONOMIC CLASS AND EXPENSE,"ECONOMIC CLASS: (1,000 TO 2,499 $) AND EXPENSE: (5,000 TO 24,999 $)",37.0,80.9
CENSUS,2017,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",ECONOMIC CLASS AND EXPENSE,"ECONOMIC CLASS: (1,000 TO 2,499 $) AND EXPENSE: (LESS THAN 5,000 $)",656.0,13.0
CENSUS,2017,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",ECONOMIC CLASS AND EXPENSE,"ECONOMIC CLASS: (1,000,000 OR MORE $) AND EXPENSE: (25,000 TO 49,999 $)",186.0,12.4
CENSUS,2017,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",ECONOMIC CLASS AND EXPENSE,"ECONOMIC CLASS: (1,000,000 OR MORE $) AND EXPENSE: (5,000 TO 24,999 $)",170.0,4.5
CENSUS,2017,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",ECONOMIC CLASS AND EXPENSE,"ECONOMIC CLASS: (1,000,000 OR MORE $) AND EXPENSE: (50,000 OR MORE $)",513.0,1.7
CENSUS,2017,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",ECONOMIC CLASS AND EXPENSE,"ECONOMIC CLASS: (1,000,000 OR MORE $) AND EXPENSE: (LESS THAN 5,000 $)",42.0,16.3
CENSUS,2017,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",ECONOMIC CLASS AND EXPENSE,"ECONOMIC CLASS: (10,000 TO 24,999 $) AND EXPENSE: (25,000 TO 49,999 $)",1.0,2.5
CENSUS,2017,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",ECONOMIC CLASS AND EXPENSE,"ECONOMIC CLASS: (10,000 TO 24,999 $) AND EXPENSE: (5,000 TO 24,999 $)",189.0,23.7
CENSUS,2017,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",ECONOMIC CLASS AND EXPENSE,"ECONOMIC CLASS: (10,000 TO 24,999 $) AND EXPENSE: (LESS THAN 5,000 $)",2013.0,11.4
CENSUS,2017,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",ECONOMIC CLASS AND EXPENSE,"ECONOMIC CLASS: (100,000 TO 249,999 $) AND EXPENSE: (25,000 TO 49,999 $)",141.0,8.7
CENSUS,2017,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",ECONOMIC CLASS AND EXPENSE,"ECONOMIC CLASS: (100,000 TO 249,999 $) AND EXPENSE: (5,000 TO 24,999 $)",1004.0,9.5
CENSUS,2017,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",ECONOMIC CLASS AND EXPENSE,"ECONOMIC CLASS: (100,000 TO 249,999 $) AND EXPENSE: (50,000 OR MORE $)",46.0,15.3
CENSUS,2017,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",ECONOMIC CLASS AND EXPENSE,"ECONOMIC CLASS: (100,000 TO 249,999 $) AND EXPENSE: (LESS THAN 5,000 $)",1143.0,13.3
